0.0000000000	16.6340735694
0.0002501251	16.6250017890
0.0005002501	16.6129322191
0.0007503752	16.6008506078
0.0010005003	16.5917894075
0.0012506253	16.5797117093
0.0015007504	16.5706406844
0.0017508754	16.5585703005
0.0020010005	16.5464939703
0.0022511256	16.5374268437
0.0025012506	16.5253577891
0.0027513757	16.5132878760
0.0030015008	16.5042282117
0.0032516258	16.4921520689
0.0035017509	16.4830831394
0.0037518759	16.4710225190
0.0040020010	16.4589514855
0.0042521261	16.4498879967
0.0045022511	16.4378243974
0.0047523762	16.4257525215
0.0050025013	16.4166999094
0.0052526263	16.4046334607
0.0055027514	16.3955716753
0.0057528764	16.3835131826
0.0060030015	16.3714426183
0.0062531266	16.3623864336
0.0065032516	16.3503294171
0.0067533767	16.3382648761
0.0070035018	16.3292139796
0.0072536268	16.3171524799
0.0075037519	16.3080914612
0.0077538769	16.2960370095
0.0080040020	16.2839759699
0.0082541271	16.2749202706
0.0085042521	16.2628678223
0.0087543772	16.2508105380
0.0090045023	16.2417513120
0.0092546273	16.2297058479
0.0095047524	16.2206515772
0.0097548774	16.2086026840
0.0100050025	16.1965476452
0.0102551276	16.1874956372
0.0105052526	16.1754480197
0.0107553777	16.1633919557
0.0110055028	16.1543416981
0.0112556278	16.1422968572
0.0115057529	16.1302460529
0.0117558779	16.1212062109
0.0120060030	16.1091531404
0.0122561281	16.1001069287
0.0125062531	16.0880642384
0.0127563782	16.0760161571
0.0130065033	16.0669681760
0.0132566283	16.0549293789
0.0135067534	16.0428817169
0.0137568784	16.0338462273
0.0140070035	16.0218014852
0.0142571286	16.0127589542
0.0145072536	16.0007251157
0.0147573787	15.9886793069
0.0150075038	15.9796338771
0.0152576288	15.9676022195
0.0155077539	15.9555580488
0.0157578789	15.9465282824
0.0160080040	15.9344858809
0.0162581291	15.9254455442
0.0165082541	15.9134188656
0.0167583792	15.9013771815
0.0170085043	15.8923389033
0.0172586293	15.8803107080
0.0175087544	15.8682712832
0.0177588794	15.8592494296
0.0180090045	15.8472150123
0.0182591296	15.8381757848
0.0185092546	15.8261533212
0.0187593797	15.8141178543
0.0190095048	15.8050816804
0.0192596298	15.7930616422
0.0195097549	15.7810300748
0.0197598799	15.7719964750
0.0200100050	15.7599768932
0.0202601301	15.7509429306
0.0205102551	15.7389289158
0.0207603802	15.7269009213
0.0210105053	15.7178679278
0.0212606303	15.7058493908
0.0215107554	15.6938248719
0.0217608804	15.6847957524
0.0220110055	15.6727804819
