1.39375e+09	20.5301	-8.70697	-1006.6
1.37904e+09	-8.60391	-20.6351	-1006.31
1.3783e+09	12.7459	18.1788	-1075.85
1.34648e+09	-8.39291	-20.6127	-1011.18
1.37086e+09	-20.5982	8.78738	-1009.24
1.418e+09	-20.3762	9.17849	-1006.4
1.35017e+09	8.64835	20.6712	-1007.25
1.34858e+09	20.7061	-8.16299	-1008.27
1.38456e+09	8.53931	20.5239	-1008.91
1.34818e+09	-8.80169	-20.4681	-1006.58
1.3672e+09	-8.57091	-20.6979	-1009.24
1.36085e+09	-8.6498	-20.6296	-1010.82
1.46762e+09	-20.3241	8.93964	-1006.73
1.34858e+09	20.7122	-8.47618	-1006.98
1.35981e+09	-8.73159	-20.5951	-1006.62
1.36746e+09	20.5046	-8.55755	-1008.2
1.34108e+09	-8.55603	-20.5603	-1008.24
1.34882e+09	-20.5937	8.4058	-1007.47
1.38886e+09	20.4731	-8.79096	-1007.7
1.35434e+09	8.57266	20.5617	-1007.38
1.35884e+09	20.6728	-8.20686	-1008.96
1.44297e+09	-20.6093	8.34253	-1008.96
1.3452e+09	8.81361	20.4503	-1009.08
1.34443e+09	8.58572	20.649	-1009.22
1.34312e+09	-8.55097	-20.7668	-1008.72
1.35587e+09	20.4435	-8.82902	-1006.5
1.35316e+09	-8.75842	-20.5118	-1008.79
1.34927e+09	-8.88113	-20.4811	-1006.36
1.3589e+09	-20.4794	8.7327	-1007.96
1.35316e+09	8.05714	20.7268	-1009.28
1.34422e+09	20.6645	-8.23614	-1008.13
1.34545e+09	-20.6367	8.49617	-1006.47
1.34833e+09	20.6131	-8.56516	-1009.35
1.35496e+09	-20.7681	7.87162	-1013.63
1.35556e+09	-8.64364	-20.613	-1009.06
1.34638e+09	20.5348	-8.78779	-1014.41
1.47208e+09	20.5358	-8.65164	-1006.87
1.36226e+09	-8.21615	-20.7556	-1009.14
1.34604e+09	-8.52539	-20.5561	-1009.06
1.35347e+09	20.6373	-8.601	-1006.7
1.41198e+09	8.77325	20.4639	-1007.68
1.3448e+09	8.79274	20.4481	-1006.47
1.35866e+09	-20.8798	8.02878	-1006.48
1.37112e+09	-8.27065	-20.6045	-1009.1
1.34599e+09	-8.41102	-20.7751	-1006.97
1.37135e+09	20.6813	-8.4282	-1008.93
1.33972e+09	-8.59542	-20.7045	-1009.21
1.34061e+09	-20.7445	8.31618	-1009
1.3491e+09	-8.37943	-20.6504	-1009.17
1.34869e+09	-20.6444	8.5787	-1007.08
1.347e+09	20.563	-8.49174	-1008.68
1.42647e+09	20.5213	-8.86687	-1009.23
1.34935e+09	-20.7221	8.35344	-1006.39
1.34376e+09	-8.45333	-20.616	-1006.45
1.38358e+09	20.9255	-7.4294	-1058.86
1.34387e+09	-20.7116	8.52376	-1006.52
1.37252e+09	8.40613	20.6058	-1008.96
1.3644e+09	-8.44058	-20.7643	-1009.06
1.35692e+09	-20.6376	8.26934	-1008.42
1.34041e+09	8.57077	20.5097	-1008.3
1.3401e+09	20.6569	-8.63964	-1008.44
1.35146e+09	-8.49338	-20.6141	-1012.65
1.36762e+09	8.28701	20.6826	-1007.05
1.34568e+09	-20.3673	8.96452	-1011.44
1.35746e+09	-8.10845	-20.7281	-1012.2
1.51652e+09	-8.44072	-20.7764	-1008.82
1.36041e+09	-8.6949	-20.6075	-1008.07
1.38691e+09	20.6081	-8.60904	-1009.07
1.36972e+09	8.42131	20.7776	-1008.78
1.37661e+09	20.7419	-8.37425	-1009.03
1.41714e+09	20.5351	-8.85366	-1008.88
1.3466e+09	8.55231	20.5323	-1008.06
1.3426e+09	-20.4994	8.77226	-1006.63
1.36396e+09	8.24242	20.6509	-1009.09
1.35841e+09	-20.675	8.5507	-1009.71
1.39224e+09	8.48122	20.7599	-1009.14
1.34584e+09	20.4551	-8.71145	-1006.61
1.36222e+09	8.59083	20.5221	-1006.28
1.34308e+09	8.73458	20.6277	-1007.49
1.4752e+09	8.87414	20.457	-1008.66
1.36442e+09	20.6136	-8.49409	-1019.35
1.3607e+09	-20.6085	8.80289	-1008.98
1.34607e+09	8.83828	20.5765	-1011.28
1.44091e+09	8.56239	20.5446	-1008.4
1.37716e+09	-13.8213	-17.3739	-1091.5
1.36308e+09	-20.7731	8.44071	-1006.63
1.36028e+09	-8.35856	-20.7117	-1008.58
1.34938e+09	8.34239	20.7836	-1008.72
1.37978e+09	-8.58767	-20.5679	-1006.3
1.363e+09	-8.79456	-20.6393	-1009.14
1.34353e+09	20.6581	-8.49112	-1006.51
1.35247e+09	-8.32035	-20.6216	-1006.46
1.4647e+09	-20.8554	8.15677	-1006.93
1.45061e+09	-8.42587	-20.6698	-1009.03
1.38234e+09	20.642	-8.34758	-1007.59
1.34495e+09	20.5146	-8.73898	-1010.74
1.3421e+09	20.7967	-8.20516	-1008.6
1.34405e+09	-8.40475	-20.7127	-1007.33
1.35561e+09	20.6632	-8.38633	-1008.83
1.34376e+09	-8.34034	-20.6142	-1006.38
1.35252e+09	-8.75025	-20.5852	-1008.26
1.5499e+09	-20.7133	8.26401	-1007.74
1.34275e+09	-8.16011	-20.6525	-1008.29
1.39462e+09	-20.6802	8.44348	-1006.34
1.3841e+09	-20.5343	8.51019	-1009
1.36213e+09	20.575	-8.81772	-1006.34
1.39136e+09	-20.6123	8.80609	-1009.04
1.3472e+09	8.01775	20.848	-1017.27
1.38954e+09	-8.27436	-20.7726	-1009.24
1.34698e+09	-8.21103	-20.7012	-1007.52
1.35906e+09	8.45083	20.7108	-1007.52
1.34138e+09	8.48993	20.6159	-1008.62
1.34548e+09	-8.70862	-20.4995	-1006.84
1.3713e+09	-8.50327	-20.7299	-1008.83
1.34329e+09	-9.09028	-20.4767	-1006.59
1.33978e+09	-20.6226	8.811	-1009.11
1.3873e+09	8.65928	20.6081	-1008.06
1.35462e+09	-20.5375	8.60376	-1006.44
