  Psi0s, Psi_finals, np.log10(F_esc)
  23.84000,  23.84000, -10.70578
  23.83200,  23.83200, -10.70224
  23.82400,  23.82400, -10.69870
  23.81600,  23.81600, -10.69516
  23.80800,  23.80800, -10.69162
  23.80000,  23.80000, -10.68807
  23.79200,  23.79200, -10.68453
  23.78400,  23.78400, -10.68099
  23.77600,  23.77600, -10.67745
  23.76800,  23.76800, -10.67391
  23.76000,  23.76000, -10.67036
  23.75200,  23.75200, -10.66682
  23.74400,  23.74400, -10.66328
  23.73600,  23.73600, -10.65974
  23.72800,  23.72800, -10.65619
  23.72000,  23.72000, -10.65265
  23.71200,  23.71200, -10.64911
  23.70400,  23.70400, -10.64557
  23.69600,  23.69600, -10.64203
  23.68800,  23.68800, -10.63848
  23.68000,  23.68000, -10.63494
  23.67200,  23.67200, -10.63140
  23.66400,  23.66400, -10.62786
  23.65600,  23.65600, -10.62431
  23.64800,  23.64800, -10.62077
  23.64000,  23.64000, -10.61723
  23.63200,  23.63200, -10.61369
  23.62400,  23.62400, -10.61014
  23.61600,  23.61600, -10.60660
  23.60800,  23.60800, -10.60306
  23.60000,  23.60000, -10.59952
  23.59200,  23.59200, -10.59597
  23.58400,  23.58400, -10.59243
  23.57600,  23.57600, -10.58889
  23.56800,  23.56800, -10.58535
  23.56000,  23.56000, -10.58180
  23.55200,  23.55200, -10.57826
  23.54400,  23.54400, -10.57472
  23.53600,  23.53600, -10.57118
  23.52800,  23.52800, -10.56763
  23.52000,  23.52000, -10.56409
  23.51200,  23.51200, -10.56055
  23.50400,  23.50400, -10.55701
  23.49600,  23.49600, -10.55346
  23.48800,  23.48800, -10.54992
  23.48000,  23.48000, -10.54638
  23.47200,  23.47200, -10.54283
  23.46400,  23.46400, -10.53929
  23.45600,  23.45600, -10.53575
  23.44800,  23.44800, -10.53221
  23.44000,  23.44000, -10.52866
  23.43200,  23.43200, -10.52512
  23.42400,  23.42400, -10.52158
  23.41600,  23.41600, -10.51803
  23.40800,  23.40800, -10.51449
  23.40000,  23.40000, -10.51095
  23.39200,  23.39200, -10.50740
  23.38400,  23.38400, -10.50386
  23.37600,  23.37600, -10.50032
  23.36800,  23.36800, -10.49678
  23.36000,  23.36000, -10.49323
  23.35200,  23.35200, -10.48969
  23.34400,  23.34400, -10.48615
  23.33600,  23.33600, -10.48260
  23.32800,  23.32800, -10.47906
  23.32000,  23.32000, -10.47552
  23.31200,  23.31200, -10.47197
  23.30400,  23.30400, -10.46843
  23.29600,  23.29600, -10.46489
  23.28800,  23.28800, -10.46134
  23.28000,  23.28000, -10.45780
  23.27200,  23.27200, -10.45426
  23.26400,  23.26400, -10.45071
  23.25600,  23.25600, -10.44717
  23.24800,  23.24800, -10.44363
  23.24000,  23.24000, -10.44008
  23.23200,  23.23200, -10.43654
  23.22400,  23.22400, -10.43299
  23.21600,  23.21600, -10.42945
  23.20800,  23.20800, -10.42591
  23.20000,  23.20000, -10.42236
  23.19200,  23.19200, -10.41882
  23.18400,  23.18400, -10.41528
  23.17600,  23.17600, -10.41173
  23.16800,  23.16800, -10.40819
  23.16000,  23.16000, -10.40465
  23.15200,  23.15200, -10.40110
  23.14400,  23.14400, -10.39756
  23.13600,  23.13600, -10.39401
  23.12800,  23.12800, -10.39047
  23.12000,  23.12000, -10.38693
  23.11200,  23.11200, -10.38338
  23.10400,  23.10400, -10.37984
  23.09600,  23.09600, -10.37630
  23.08800,  23.08800, -10.37275
  23.08000,  23.08000, -10.36921
  23.07200,  23.07200, -10.36566
  23.06400,  23.06400, -10.36212
  23.05600,  23.05600, -10.35858
  23.04800,  23.04800, -10.35503
  23.04000,  23.04000, -10.35149
  23.03200,  23.03200, -10.34794
  23.02400,  23.02400, -10.34440
  23.01600,  23.01600, -10.34086
  23.00800,  23.00800, -10.33731
  23.00000,  23.00000, -10.33377
  22.99200,  22.99200, -10.33022
  22.98400,  22.98400, -10.32668
  22.97600,  22.97600, -10.32313
  22.96800,  22.96800, -10.31959
  22.96000,  22.96000, -10.31605
  22.95200,  22.95200, -10.31250
  22.94400,  22.94400, -10.30896
  22.93600,  22.93600, -10.30541
  22.92800,  22.92800, -10.30187
  22.92000,  22.92000, -10.29832
  22.91200,  22.91200, -10.29478
  22.90400,  22.90400, -10.29124
  22.89600,  22.89600, -10.28769
  22.88800,  22.88800, -10.28415
  22.88000,  22.88000, -10.28060
  22.87200,  22.87200, -10.27706
  22.86400,  22.86400, -10.27351
  22.85600,  22.85600, -10.26997
  22.84800,  22.84800, -10.26642
  22.84000,  22.84000, -10.26288
  22.83200,  22.83200, -10.25933
  22.82400,  22.82400, -10.25579
  22.81600,  22.81600, -10.25225
  22.80800,  22.80800, -10.24870
  22.80000,  22.80000, -10.24516
  22.79200,  22.79200, -10.24161
  22.78400,  22.78400, -10.23807
  22.77600,  22.77600, -10.23452
  22.76800,  22.76800, -10.23098
  22.76000,  22.76000, -10.22743
  22.75200,  22.75200, -10.22389
  22.74400,  22.74400, -10.22034
  22.73600,  22.73600, -10.21680
  22.72800,  22.72800, -10.21325
  22.72000,  22.72000, -10.20971
  22.71200,  22.71200, -10.20616
  22.70400,  22.70400, -10.20262
  22.69600,  22.69600, -10.19907
  22.68800,  22.68800, -10.19553
  22.68000,  22.68000, -10.19198
  22.67200,  22.67200, -10.18844
  22.66400,  22.66400, -10.18489
  22.65600,  22.65600, -10.18135
  22.64800,  22.64800, -10.17780
  22.64000,  22.64000, -10.17426
  22.63200,  22.63200, -10.17071
  22.62400,  22.62400, -10.16717
  22.61600,  22.61600, -10.16362
  22.60800,  22.60800, -10.16008
  22.60000,  22.60000, -10.15653
  22.59200,  22.59200, -10.15299
  22.58400,  22.58400, -10.14944
  22.57600,  22.57600, -10.14589
  22.56800,  22.56800, -10.14235
  22.56000,  22.56000, -10.13880
  22.55200,  22.55200, -10.13526
  22.54400,  22.54400, -10.13171
  22.53600,  22.53600, -10.12817
  22.52800,  22.52800, -10.12462
  22.52000,  22.52000, -10.12108
  22.51200,  22.51200, -10.11753
  22.50400,  22.50400, -10.11399
  22.49600,  22.49600, -10.11044
  22.48800,  22.48800, -10.10689
  22.48000,  22.48000, -10.10335
  22.47200,  22.47200, -10.09980
  22.46400,  22.46400, -10.09626
  22.45600,  22.45600, -10.09271
  22.44800,  22.44800, -10.08917
  22.44000,  22.44000, -10.08562
  22.43200,  22.43200, -10.08207
  22.42400,  22.42400, -10.07853
  22.41600,  22.41600, -10.07498
  22.40800,  22.40800, -10.07144
  22.40000,  22.40000, -10.06789
  22.39200,  22.39200, -10.06434
  22.38400,  22.38400, -10.06080
  22.37600,  22.37600, -10.05725
  22.36800,  22.36800, -10.05371
  22.36000,  22.36000, -10.05016
  22.35200,  22.35200, -10.04662
  22.34400,  22.34400, -10.04307
  22.33600,  22.33600, -10.03952
  22.32800,  22.32800, -10.03598
  22.32000,  22.32000, -10.03243
  22.31200,  22.31200, -10.02888
  22.30400,  22.30400, -10.02534
  22.29600,  22.29600, -10.02179
  22.28800,  22.28800, -10.01825
  22.28000,  22.28000, -10.01470
  22.27200,  22.27200, -10.01115
  22.26400,  22.26400, -10.00761
  22.25600,  22.25600, -10.00406
  22.24800,  22.24800, -10.00051
  22.24000,  22.24000,  -9.99697
  22.23200,  22.23200,  -9.99342
  22.22400,  22.22400,  -9.98988
  22.21600,  22.21600,  -9.98633
  22.20800,  22.20800,  -9.98278
  22.20000,  22.20000,  -9.97924
  22.19200,  22.19200,  -9.97569
  22.18400,  22.18400,  -9.97214
  22.17600,  22.17600,  -9.96860
  22.16800,  22.16800,  -9.96505
  22.16000,  22.16000,  -9.96150
  22.15200,  22.15200,  -9.95796
  22.14400,  22.14400,  -9.95441
  22.13600,  22.13600,  -9.95086
  22.12800,  22.12800,  -9.94732
  22.12000,  22.12000,  -9.94377
  22.11200,  22.11200,  -9.94022
  22.10400,  22.10400,  -9.93668
  22.09600,  22.09600,  -9.93313
  22.08800,  22.08800,  -9.92958
  22.08000,  22.08000,  -9.92604
  22.07200,  22.07200,  -9.92249
  22.06400,  22.06400,  -9.91894
  22.05600,  22.05600,  -9.91540
  22.04800,  22.04800,  -9.91185
  22.04000,  22.04000,  -9.90830
  22.03200,  22.03200,  -9.90475
  22.02400,  22.02400,  -9.90121
  22.01600,  22.01600,  -9.89766
  22.00800,  22.00800,  -9.89411
  22.00000,  22.00000,  -9.89057
  21.99200,  21.99200,  -9.88702
  21.98400,  21.98400,  -9.88347
  21.97600,  21.97600,  -9.87993
  21.96800,  21.96800,  -9.87638
  21.96000,  21.96000,  -9.87283
  21.95200,  21.95200,  -9.86928
  21.94400,  21.94400,  -9.86574
  21.93600,  21.93600,  -9.86219
  21.92800,  21.92800,  -9.85864
  21.92000,  21.92000,  -9.85509
  21.91200,  21.91200,  -9.85155
  21.90400,  21.90400,  -9.84800
  21.89600,  21.89600,  -9.84445
  21.88800,  21.88800,  -9.84090
  21.88000,  21.88000,  -9.83736
  21.87200,  21.87200,  -9.83381
  21.86400,  21.86400,  -9.83026
  21.85600,  21.85600,  -9.82672
  21.84800,  21.84800,  -9.82317
  21.84000,  21.84000,  -9.81962
  21.83200,  21.83200,  -9.81607
  21.82400,  21.82400,  -9.81252
  21.81600,  21.81600,  -9.80898
  21.80800,  21.80800,  -9.80543
  21.80000,  21.80000,  -9.80188
  21.79200,  21.79200,  -9.79833
  21.78400,  21.78400,  -9.79479
  21.77600,  21.77600,  -9.79124
  21.76800,  21.76800,  -9.78769
  21.76000,  21.76000,  -9.78414
  21.75200,  21.75200,  -9.78059
  21.74400,  21.74400,  -9.77705
  21.73600,  21.73600,  -9.77350
  21.72800,  21.72800,  -9.76995
  21.72000,  21.72000,  -9.76640
  21.71200,  21.71200,  -9.76286
  21.70400,  21.70400,  -9.75931
  21.69600,  21.69600,  -9.75576
  21.68800,  21.68800,  -9.75221
  21.68000,  21.68000,  -9.74866
  21.67200,  21.67200,  -9.74512
  21.66400,  21.66400,  -9.74157
  21.65600,  21.65600,  -9.73802
  21.64800,  21.64800,  -9.73447
  21.64000,  21.64000,  -9.73092
  21.63200,  21.63200,  -9.72737
  21.62400,  21.62400,  -9.72383
  21.61600,  21.61600,  -9.72028
  21.60800,  21.60800,  -9.71673
  21.60000,  21.60000,  -9.71318
  21.59200,  21.59200,  -9.70963
  21.58400,  21.58400,  -9.70608
  21.57600,  21.57600,  -9.70254
  21.56800,  21.56800,  -9.69899
  21.56000,  21.56000,  -9.69544
  21.55200,  21.55200,  -9.69189
  21.54400,  21.54400,  -9.68834
  21.53600,  21.53600,  -9.68479
  21.52800,  21.52800,  -9.68125
  21.52000,  21.52000,  -9.67770
  21.51200,  21.51200,  -9.67415
  21.50400,  21.50400,  -9.67060
  21.49600,  21.49600,  -9.66705
  21.48800,  21.48800,  -9.66350
  21.48000,  21.48000,  -9.65995
  21.47200,  21.47200,  -9.65640
  21.46400,  21.46400,  -9.65286
  21.45600,  21.45600,  -9.64931
  21.44800,  21.44800,  -9.64576
  21.44000,  21.44000,  -9.64221
  21.43200,  21.43200,  -9.63866
  21.42400,  21.42400,  -9.63511
  21.41600,  21.41600,  -9.63156
  21.40800,  21.40800,  -9.62801
  21.40000,  21.40000,  -9.62446
  21.39200,  21.39200,  -9.62092
  21.38400,  21.38400,  -9.61737
  21.37600,  21.37600,  -9.61382
  21.36800,  21.36800,  -9.61027
  21.36000,  21.36000,  -9.60672
  21.35200,  21.35200,  -9.60317
  21.34400,  21.34400,  -9.59962
  21.33600,  21.33600,  -9.59607
  21.32800,  21.32800,  -9.59252
  21.32000,  21.32000,  -9.58897
  21.31200,  21.31200,  -9.58542
  21.30400,  21.30400,  -9.58188
  21.29600,  21.29600,  -9.57833
  21.28800,  21.28800,  -9.57478
  21.28000,  21.28000,  -9.57123
  21.27200,  21.27200,  -9.56768
  21.26400,  21.26400,  -9.56413
  21.25600,  21.25600,  -9.56058
  21.24800,  21.24800,  -9.55703
  21.24000,  21.24000,  -9.55348
  21.23200,  21.23200,  -9.54993
  21.22400,  21.22400,  -9.54638
  21.21600,  21.21600,  -9.54283
  21.20800,  21.20800,  -9.53928
  21.20000,  21.20000,  -9.53573
  21.19200,  21.19200,  -9.53218
  21.18400,  21.18400,  -9.52863
  21.17600,  21.17600,  -9.52508
  21.16800,  21.16800,  -9.52153
  21.16000,  21.16000,  -9.51798
  21.15200,  21.15200,  -9.51443
  21.14400,  21.14400,  -9.51088
  21.13600,  21.13600,  -9.50733
  21.12800,  21.12800,  -9.50379
  21.12000,  21.12000,  -9.50024
  21.11200,  21.11200,  -9.49669
  21.10400,  21.10400,  -9.49314
  21.09600,  21.09600,  -9.48959
  21.08800,  21.08800,  -9.48604
  21.08000,  21.08000,  -9.48249
  21.07200,  21.07200,  -9.47894
  21.06400,  21.06400,  -9.47539
  21.05600,  21.05600,  -9.47184
  21.04800,  21.04800,  -9.46829
  21.04000,  21.04000,  -9.46474
  21.03200,  21.03200,  -9.46118
  21.02400,  21.02400,  -9.45763
  21.01600,  21.01600,  -9.45408
  21.00800,  21.00800,  -9.45053
  21.00000,  21.00000,  -9.44698
  20.99200,  20.99200,  -9.44343
  20.98400,  20.98400,  -9.43988
  20.97600,  20.97600,  -9.43633
  20.96800,  20.96800,  -9.43278
  20.96000,  20.96000,  -9.42923
  20.95200,  20.95200,  -9.42568
  20.94400,  20.94400,  -9.42213
  20.93600,  20.93600,  -9.41858
  20.92800,  20.92800,  -9.41503
  20.92000,  20.92000,  -9.41148
  20.91200,  20.91200,  -9.40793
  20.90400,  20.90400,  -9.40438
  20.89600,  20.89600,  -9.40083
  20.88800,  20.88800,  -9.39728
  20.88000,  20.88000,  -9.39373
  20.87200,  20.87200,  -9.39018
  20.86400,  20.86400,  -9.38663
  20.85600,  20.85600,  -9.38307
  20.84800,  20.84800,  -9.37952
  20.84000,  20.84000,  -9.37597
  20.83200,  20.83200,  -9.37242
  20.82400,  20.82400,  -9.36887
  20.81600,  20.81600,  -9.36532
  20.80800,  20.80800,  -9.36177
  20.80000,  20.80000,  -9.35822
  20.79200,  20.79200,  -9.35467
  20.78400,  20.78400,  -9.35112
  20.77600,  20.77600,  -9.34757
  20.76800,  20.76800,  -9.34401
  20.76000,  20.76000,  -9.34046
  20.75200,  20.75200,  -9.33691
  20.74400,  20.74400,  -9.33336
  20.73600,  20.73600,  -9.32981
  20.72800,  20.72800,  -9.32626
  20.72000,  20.72000,  -9.32271
  20.71200,  20.71200,  -9.31916
  20.70400,  20.70400,  -9.31561
  20.69600,  20.69600,  -9.31205
  20.68800,  20.68800,  -9.30850
  20.68000,  20.68000,  -9.30495
  20.67200,  20.67200,  -9.30140
  20.66400,  20.66400,  -9.29785
  20.65600,  20.65600,  -9.29430
  20.64800,  20.64800,  -9.29075
  20.64000,  20.64000,  -9.28719
  20.63200,  20.63200,  -9.28364
  20.62400,  20.62400,  -9.28009
  20.61600,  20.61600,  -9.27654
  20.60800,  20.60800,  -9.27299
  20.60000,  20.60000,  -9.26944
  20.59200,  20.59200,  -9.26588
  20.58400,  20.58400,  -9.26233
  20.57600,  20.57600,  -9.25878
  20.56800,  20.56800,  -9.25523
  20.56000,  20.56000,  -9.25168
  20.55200,  20.55200,  -9.24813
  20.54400,  20.54400,  -9.24457
  20.53600,  20.53600,  -9.24102
  20.52800,  20.52800,  -9.23747
  20.52000,  20.52000,  -9.23392
  20.51200,  20.51200,  -9.23037
  20.50400,  20.50400,  -9.22681
  20.49600,  20.49600,  -9.22326
  20.48800,  20.48800,  -9.21971
  20.48000,  20.48000,  -9.21616
  20.47200,  20.47200,  -9.21261
  20.46400,  20.46400,  -9.20905
  20.45600,  20.45600,  -9.20550
  20.44800,  20.44800,  -9.20195
  20.44000,  20.44000,  -9.19840
  20.43200,  20.43200,  -9.19485
  20.42400,  20.42400,  -9.19129
  20.41600,  20.41600,  -9.18774
  20.40800,  20.40800,  -9.18419
  20.40000,  20.40000,  -9.18064
  20.39200,  20.39200,  -9.17708
  20.38400,  20.38400,  -9.17353
  20.37600,  20.37600,  -9.16998
  20.36800,  20.36800,  -9.16643
  20.36000,  20.36000,  -9.16287
  20.35200,  20.35200,  -9.15932
  20.34400,  20.34400,  -9.15577
  20.33600,  20.33600,  -9.15222
  20.32800,  20.32800,  -9.14866
  20.32000,  20.32000,  -9.14511
  20.31200,  20.31200,  -9.14156
  20.30400,  20.30400,  -9.13801
  20.29600,  20.29600,  -9.13445
  20.28800,  20.28800,  -9.13090
  20.28000,  20.28000,  -9.12735
  20.27200,  20.27200,  -9.12380
  20.26400,  20.26400,  -9.12024
  20.25600,  20.25600,  -9.11669
  20.24800,  20.24800,  -9.11314
  20.24000,  20.24000,  -9.10958
  20.23200,  20.23200,  -9.10603
  20.22400,  20.22400,  -9.10248
  20.21600,  20.21600,  -9.09893
  20.20800,  20.20800,  -9.09537
  20.20000,  20.20000,  -9.09182
  20.19200,  20.19200,  -9.08827
  20.18400,  20.18400,  -9.08471
  20.17600,  20.17600,  -9.08116
  20.16800,  20.16800,  -9.07761
  20.16000,  20.16000,  -9.07405
  20.15200,  20.15200,  -9.07050
  20.14400,  20.14400,  -9.06695
  20.13600,  20.13600,  -9.06339
  20.12800,  20.12800,  -9.05984
  20.12000,  20.12000,  -9.05629
  20.11200,  20.11200,  -9.05273
  20.10400,  20.10400,  -9.04918
  20.09600,  20.09600,  -9.04563
  20.08800,  20.08800,  -9.04207
  20.08000,  20.08000,  -9.03852
  20.07200,  20.07200,  -9.03497
  20.06400,  20.06400,  -9.03141
  20.05600,  20.05600,  -9.02786
  20.04800,  20.04800,  -9.02431
  20.04000,  20.04000,  -9.02075
  20.03200,  20.03200,  -9.01720
  20.02400,  20.02400,  -9.01365
  20.01600,  20.01600,  -9.01009
  20.00800,  20.00800,  -9.00654
  20.00000,  20.00000,  -9.00298
  19.99200,  19.99200,  -8.99943
  19.98400,  19.98400,  -8.99588
  19.97600,  19.97600,  -8.99232
  19.96800,  19.96800,  -8.98877
  19.96000,  19.96000,  -8.98522
  19.95200,  19.95200,  -8.98166
  19.94400,  19.94400,  -8.97811
  19.93600,  19.93600,  -8.97455
  19.92800,  19.92800,  -8.97100
  19.92000,  19.92000,  -8.96745
  19.91200,  19.91200,  -8.96389
  19.90400,  19.90400,  -8.96034
  19.89600,  19.89600,  -8.95678
  19.88800,  19.88800,  -8.95323
  19.88000,  19.88000,  -8.94967
  19.87200,  19.87200,  -8.94612
  19.86400,  19.86400,  -8.94257
  19.85600,  19.85600,  -8.93901
  19.84800,  19.84800,  -8.93546
  19.84000,  19.84000,  -8.93190
  19.83200,  19.83200,  -8.92835
  19.82400,  19.82400,  -8.92479
  19.81600,  19.81600,  -8.92124
  19.80800,  19.80800,  -8.91769
  19.80000,  19.80000,  -8.91413
  19.79200,  19.79200,  -8.91058
  19.78400,  19.78400,  -8.90702
  19.77600,  19.77600,  -8.90347
  19.76800,  19.76800,  -8.89991
  19.76000,  19.76000,  -8.89636
  19.75200,  19.75200,  -8.89280
  19.74400,  19.74400,  -8.88925
  19.73600,  19.73600,  -8.88569
  19.72800,  19.72800,  -8.88214
  19.72000,  19.72000,  -8.87858
  19.71200,  19.71200,  -8.87503
  19.70400,  19.70400,  -8.87147
  19.69600,  19.69600,  -8.86792
  19.68800,  19.68800,  -8.86437
  19.68000,  19.68000,  -8.86081
  19.67200,  19.67200,  -8.85726
  19.66400,  19.66400,  -8.85370
  19.65600,  19.65600,  -8.85015
  19.64800,  19.64800,  -8.84659
  19.64000,  19.64000,  -8.84303
  19.63200,  19.63200,  -8.83948
  19.62400,  19.62400,  -8.83592
  19.61600,  19.61600,  -8.83237
  19.60800,  19.60800,  -8.82881
  19.60000,  19.60000,  -8.82526
  19.59200,  19.59200,  -8.82170
  19.58400,  19.58400,  -8.81815
  19.57600,  19.57600,  -8.81459
  19.56800,  19.56800,  -8.81104
  19.56000,  19.56000,  -8.80748
  19.55200,  19.55200,  -8.80393
  19.54400,  19.54400,  -8.80037
  19.53600,  19.53600,  -8.79682
  19.52800,  19.52800,  -8.79326
  19.52000,  19.52000,  -8.78971
  19.51200,  19.51200,  -8.78615
  19.50400,  19.50400,  -8.78259
  19.49600,  19.49600,  -8.77904
  19.48800,  19.48800,  -8.77548
  19.48000,  19.48000,  -8.77193
  19.47200,  19.47200,  -8.76837
  19.46400,  19.46400,  -8.76482
  19.45600,  19.45600,  -8.76126
  19.44800,  19.44800,  -8.75770
  19.44000,  19.44000,  -8.75415
  19.43200,  19.43200,  -8.75059
  19.42400,  19.42400,  -8.74704
  19.41600,  19.41600,  -8.74348
  19.40800,  19.40800,  -8.73992
  19.40000,  19.40000,  -8.73637
  19.39200,  19.39200,  -8.73281
  19.38400,  19.38400,  -8.72926
  19.37600,  19.37600,  -8.72570
  19.36800,  19.36800,  -8.72214
  19.36000,  19.36000,  -8.71859
  19.35200,  19.35200,  -8.71503
  19.34400,  19.34400,  -8.71148
  19.33600,  19.33600,  -8.70792
  19.32800,  19.32800,  -8.70436
  19.32000,  19.32000,  -8.70081
  19.31200,  19.31200,  -8.69725
  19.30400,  19.30400,  -8.69369
  19.29600,  19.29600,  -8.69014
  19.28800,  19.28800,  -8.68658
  19.28000,  19.28000,  -8.68302
  19.27200,  19.27200,  -8.67947
  19.26400,  19.26400,  -8.67591
  19.25600,  19.25600,  -8.67235
  19.24800,  19.24800,  -8.66880
  19.24000,  19.24000,  -8.66524
  19.23200,  19.23200,  -8.66169
  19.22400,  19.22400,  -8.65813
  19.21600,  19.21600,  -8.65457
  19.20800,  19.20800,  -8.65101
  19.20000,  19.20000,  -8.64746
  19.19200,  19.19200,  -8.64390
  19.18400,  19.18400,  -8.64034
  19.17600,  19.17600,  -8.63679
  19.16800,  19.16800,  -8.63323
  19.16000,  19.16000,  -8.62967
  19.15200,  19.15200,  -8.62612
  19.14400,  19.14400,  -8.62256
  19.13600,  19.13600,  -8.61900
  19.12800,  19.12800,  -8.61545
  19.12000,  19.12000,  -8.61189
  19.11200,  19.11200,  -8.60833
  19.10400,  19.10400,  -8.60477
  19.09600,  19.09600,  -8.60122
  19.08800,  19.08800,  -8.59766
  19.08000,  19.08000,  -8.59410
  19.07200,  19.07200,  -8.59055
  19.06400,  19.06400,  -8.58699
  19.05600,  19.05600,  -8.58343
  19.04800,  19.04800,  -8.57987
  19.04000,  19.04000,  -8.57632
  19.03200,  19.03200,  -8.57276
  19.02400,  19.02400,  -8.56920
  19.01600,  19.01600,  -8.56564
  19.00800,  19.00800,  -8.56209
  19.00000,  19.00000,  -8.55853
  18.99200,  18.99200,  -8.55497
  18.98400,  18.98400,  -8.55141
  18.97600,  18.97600,  -8.54786
  18.96800,  18.96800,  -8.54430
  18.96000,  18.96000,  -8.54074
  18.95200,  18.95200,  -8.53718
  18.94400,  18.94400,  -8.53362
  18.93600,  18.93600,  -8.53007
  18.92800,  18.92800,  -8.52651
  18.92000,  18.92000,  -8.52295
  18.91200,  18.91200,  -8.51939
  18.90400,  18.90400,  -8.51583
  18.89600,  18.89600,  -8.51228
  18.88800,  18.88800,  -8.50872
  18.88000,  18.88000,  -8.50516
  18.87200,  18.87200,  -8.50160
  18.86400,  18.86400,  -8.49804
  18.85600,  18.85600,  -8.49449
  18.84800,  18.84800,  -8.49093
  18.84000,  18.84000,  -8.48737
  18.83200,  18.83200,  -8.48381
  18.82400,  18.82400,  -8.48025
  18.81600,  18.81600,  -8.47670
  18.80800,  18.80800,  -8.47314
  18.80000,  18.80000,  -8.46958
  18.79200,  18.79200,  -8.46602
  18.78400,  18.78400,  -8.46246
  18.77600,  18.77600,  -8.45890
  18.76800,  18.76800,  -8.45534
  18.76000,  18.76000,  -8.45179
  18.75200,  18.75200,  -8.44823
  18.74400,  18.74400,  -8.44467
  18.73600,  18.73600,  -8.44111
  18.72800,  18.72800,  -8.43755
  18.72000,  18.72000,  -8.43399
  18.71200,  18.71200,  -8.43043
  18.70400,  18.70400,  -8.42688
  18.69600,  18.69600,  -8.42332
  18.68800,  18.68800,  -8.41976
  18.68000,  18.68000,  -8.41620
  18.67200,  18.67200,  -8.41264
  18.66400,  18.66400,  -8.40908
  18.65600,  18.65600,  -8.40552
  18.64800,  18.64800,  -8.40196
  18.64000,  18.64000,  -8.39840
  18.63200,  18.63200,  -8.39484
  18.62400,  18.62400,  -8.39129
  18.61600,  18.61600,  -8.38773
  18.60800,  18.60800,  -8.38417
  18.60000,  18.60000,  -8.38061
  18.59200,  18.59200,  -8.37705
  18.58400,  18.58400,  -8.37349
  18.57600,  18.57600,  -8.36993
  18.56800,  18.56800,  -8.36637
  18.56000,  18.56000,  -8.36281
  18.55200,  18.55200,  -8.35925
  18.54400,  18.54400,  -8.35569
  18.53600,  18.53600,  -8.35213
  18.52800,  18.52800,  -8.34857
  18.52000,  18.52000,  -8.34501
  18.51200,  18.51200,  -8.34145
  18.50400,  18.50400,  -8.33789
  18.49600,  18.49600,  -8.33434
  18.48800,  18.48800,  -8.33078
  18.48000,  18.48000,  -8.32722
  18.47200,  18.47200,  -8.32366
  18.46400,  18.46400,  -8.32010
  18.45600,  18.45600,  -8.31654
  18.44800,  18.44800,  -8.31298
  18.44000,  18.44000,  -8.30942
  18.43200,  18.43200,  -8.30586
  18.42400,  18.42400,  -8.30230
  18.41600,  18.41600,  -8.29874
  18.40800,  18.40800,  -8.29518
  18.40000,  18.40000,  -8.29162
  18.39200,  18.39200,  -8.28806
  18.38400,  18.38400,  -8.28450
  18.37600,  18.37600,  -8.28094
  18.36800,  18.36800,  -8.27738
  18.36000,  18.36000,  -8.27382
  18.35200,  18.35200,  -8.27026
  18.34400,  18.34400,  -8.26670
  18.33600,  18.33600,  -8.26314
  18.32800,  18.32800,  -8.25957
  18.32000,  18.32000,  -8.25601
  18.31200,  18.31200,  -8.25245
  18.30400,  18.30400,  -8.24889
  18.29600,  18.29600,  -8.24533
  18.28800,  18.28800,  -8.24177
  18.28000,  18.28000,  -8.23821
  18.27200,  18.27200,  -8.23465
  18.26400,  18.26400,  -8.23109
  18.25600,  18.25600,  -8.22753
  18.24800,  18.24800,  -8.22397
  18.24000,  18.24000,  -8.22041
  18.23200,  18.23200,  -8.21685
  18.22400,  18.22400,  -8.21329
  18.21600,  18.21600,  -8.20973
  18.20800,  18.20800,  -8.20617
  18.20000,  18.20000,  -8.20260
  18.19200,  18.19200,  -8.19904
  18.18400,  18.18400,  -8.19548
  18.17600,  18.17600,  -8.19192
  18.16800,  18.16800,  -8.18836
  18.16000,  18.16000,  -8.18480
  18.15200,  18.15200,  -8.18124
  18.14400,  18.14400,  -8.17768
  18.13600,  18.13600,  -8.17412
  18.12800,  18.12800,  -8.17055
  18.12000,  18.12000,  -8.16699
  18.11200,  18.11200,  -8.16343
  18.10400,  18.10400,  -8.15987
  18.09600,  18.09600,  -8.15631
  18.08800,  18.08800,  -8.15275
  18.08000,  18.08000,  -8.14919
  18.07200,  18.07200,  -8.14563
  18.06400,  18.06400,  -8.14206
  18.05600,  18.05600,  -8.13850
  18.04800,  18.04800,  -8.13494
  18.04000,  18.04000,  -8.13138
  18.03200,  18.03200,  -8.12782
  18.02400,  18.02400,  -8.12426
  18.01600,  18.01600,  -8.12069
  18.00800,  18.00800,  -8.11713
  18.00000,  18.00000,  -8.11357
  17.99200,  17.99200,  -8.11001
  17.98400,  17.98400,  -8.10645
  17.97600,  17.97600,  -8.10288
  17.96800,  17.96800,  -8.09932
  17.96000,  17.96000,  -8.09576
  17.95200,  17.95200,  -8.09220
  17.94400,  17.94400,  -8.08864
  17.93600,  17.93600,  -8.08507
  17.92800,  17.92800,  -8.08151
  17.92000,  17.92000,  -8.07795
  17.91200,  17.91200,  -8.07439
  17.90400,  17.90400,  -8.07083
  17.89600,  17.89600,  -8.06726
  17.88800,  17.88800,  -8.06370
  17.88000,  17.88000,  -8.06014
