  Psi0s, Psi_finals, np.log10(F_esc)
  17.87200,  17.87200,  -8.05658
  17.86400,  17.86400,  -8.05301
  17.85600,  17.85600,  -8.04945
  17.84800,  17.84800,  -8.04589
  17.84000,  17.84000,  -8.04233
  17.83200,  17.83200,  -8.03876
  17.82400,  17.82400,  -8.03520
  17.81600,  17.81600,  -8.03164
  17.80800,  17.80800,  -8.02808
  17.80000,  17.80000,  -8.02451
  17.79200,  17.79200,  -8.02095
  17.78400,  17.78400,  -8.01739
  17.77600,  17.77600,  -8.01383
  17.76800,  17.76800,  -8.01026
  17.76000,  17.76000,  -8.00670
  17.75200,  17.75200,  -8.00314
  17.74400,  17.74400,  -7.99957
  17.73600,  17.73600,  -7.99601
  17.72800,  17.72800,  -7.99245
  17.72000,  17.72000,  -7.98889
  17.71200,  17.71200,  -7.98532
  17.70400,  17.70400,  -7.98176
  17.69600,  17.69600,  -7.97820
  17.68800,  17.68800,  -7.97463
  17.68000,  17.68000,  -7.97107
  17.67200,  17.67200,  -7.96751
  17.66400,  17.66400,  -7.96394
  17.65600,  17.65600,  -7.96038
  17.64800,  17.64800,  -7.95682
  17.64000,  17.64000,  -7.95325
  17.63200,  17.63200,  -7.94969
  17.62400,  17.62400,  -7.94613
  17.61600,  17.61600,  -7.94256
  17.60800,  17.60800,  -7.93900
  17.60000,  17.60000,  -7.93544
  17.59200,  17.59200,  -7.93187
  17.58400,  17.58400,  -7.92831
  17.57600,  17.57600,  -7.92474
  17.56800,  17.56800,  -7.92118
  17.56000,  17.56000,  -7.91762
  17.55200,  17.55200,  -7.91405
  17.54400,  17.54400,  -7.91049
  17.53600,  17.53600,  -7.90693
  17.52800,  17.52800,  -7.90336
  17.52000,  17.52000,  -7.89980
  17.51200,  17.51200,  -7.89623
  17.50400,  17.50400,  -7.89267
  17.49600,  17.49600,  -7.88910
  17.48800,  17.48800,  -7.88554
  17.48000,  17.48000,  -7.88198
  17.47200,  17.47200,  -7.87841
  17.46400,  17.46400,  -7.87485
  17.45600,  17.45600,  -7.87128
  17.44800,  17.44800,  -7.86772
  17.44000,  17.44000,  -7.86416
  17.43200,  17.43200,  -7.86059
  17.42400,  17.42400,  -7.85703
  17.41600,  17.41600,  -7.85346
  17.40800,  17.40800,  -7.84990
  17.40000,  17.40000,  -7.84633
  17.39200,  17.39200,  -7.84277
  17.38400,  17.38400,  -7.83920
  17.37600,  17.37600,  -7.83564
  17.36800,  17.36800,  -7.83207
  17.36000,  17.36000,  -7.82851
  17.35200,  17.35200,  -7.82495
  17.34400,  17.34400,  -7.82138
  17.33600,  17.33600,  -7.81782
  17.32800,  17.32800,  -7.81425
  17.32000,  17.32000,  -7.81069
  17.31200,  17.31200,  -7.80712
  17.30400,  17.30400,  -7.80356
  17.29600,  17.29600,  -7.79999
  17.28800,  17.28800,  -7.79643
  17.28000,  17.28000,  -7.79286
  17.27200,  17.27200,  -7.78930
  17.26400,  17.26400,  -7.78573
  17.25600,  17.25600,  -7.78217
  17.24800,  17.24800,  -7.77860
  17.24000,  17.24000,  -7.77503
  17.23200,  17.23200,  -7.77147
  17.22400,  17.22400,  -7.76790
  17.21600,  17.21600,  -7.76434
  17.20800,  17.20800,  -7.76077
  17.20000,  17.20000,  -7.75721
  17.19200,  17.19200,  -7.75364
  17.18400,  17.18400,  -7.75008
  17.17600,  17.17600,  -7.74651
  17.16800,  17.16800,  -7.74295
  17.16000,  17.16000,  -7.73938
  17.15200,  17.15200,  -7.73581
  17.14400,  17.14400,  -7.73225
  17.13600,  17.13600,  -7.72868
  17.12800,  17.12800,  -7.72512
  17.12000,  17.12000,  -7.72155
  17.11200,  17.11200,  -7.71798
  17.10400,  17.10400,  -7.71442
  17.09600,  17.09600,  -7.71085
  17.08800,  17.08800,  -7.70729
  17.08000,  17.08000,  -7.70372
  17.07200,  17.07200,  -7.70015
  17.06400,  17.06400,  -7.69659
  17.05600,  17.05600,  -7.69302
  17.04800,  17.04800,  -7.68946
  17.04000,  17.04000,  -7.68589
  17.03200,  17.03200,  -7.68232
  17.02400,  17.02400,  -7.67876
  17.01600,  17.01600,  -7.67519
  17.00800,  17.00800,  -7.67162
  17.00000,  17.00000,  -7.66806
  16.99200,  16.99200,  -7.66449
  16.98400,  16.98400,  -7.66092
  16.97600,  16.97600,  -7.65736
  16.96800,  16.96800,  -7.65379
  16.96000,  16.96000,  -7.65023
  16.95200,  16.95200,  -7.64666
  16.94400,  16.94400,  -7.64309
  16.93600,  16.93600,  -7.63952
  16.92800,  16.92800,  -7.63596
  16.92000,  16.92000,  -7.63239
  16.91200,  16.91200,  -7.62882
  16.90400,  16.90400,  -7.62526
  16.89600,  16.89600,  -7.62169
  16.88800,  16.88800,  -7.61812
  16.88000,  16.88000,  -7.61456
  16.87200,  16.87200,  -7.61099
  16.86400,  16.86400,  -7.60742
  16.85600,  16.85600,  -7.60386
  16.84800,  16.84800,  -7.60029
  16.84000,  16.84000,  -7.59672
  16.83200,  16.83200,  -7.59315
  16.82400,  16.82400,  -7.58959
  16.81600,  16.81600,  -7.58602
  16.80800,  16.80800,  -7.58245
  16.80000,  16.80000,  -7.57888
  16.79200,  16.79200,  -7.57532
  16.78400,  16.78400,  -7.57175
  16.77600,  16.77600,  -7.56818
  16.76800,  16.76800,  -7.56461
  16.76000,  16.76000,  -7.56105
  16.75200,  16.75200,  -7.55748
  16.74400,  16.74400,  -7.55391
  16.73600,  16.73600,  -7.55034
  16.72800,  16.72800,  -7.54677
  16.72000,  16.72000,  -7.54321
  16.71200,  16.71200,  -7.53964
  16.70400,  16.70400,  -7.53607
  16.69600,  16.69600,  -7.53250
  16.68800,  16.68800,  -7.52894
  16.68000,  16.68000,  -7.52537
  16.67200,  16.67200,  -7.52180
  16.66400,  16.66400,  -7.51823
  16.65600,  16.65600,  -7.51466
  16.64800,  16.64800,  -7.51109
  16.64000,  16.64000,  -7.50753
  16.63200,  16.63200,  -7.50396
  16.62400,  16.62400,  -7.50039
  16.61600,  16.61600,  -7.49682
  16.60800,  16.60800,  -7.49325
  16.60000,  16.60000,  -7.48968
  16.59200,  16.59200,  -7.48612
  16.58400,  16.58400,  -7.48255
  16.57600,  16.57600,  -7.47898
  16.56800,  16.56800,  -7.47541
  16.56000,  16.56000,  -7.47184
  16.55200,  16.55200,  -7.46827
  16.54400,  16.54400,  -7.46470
  16.53600,  16.53600,  -7.46114
  16.52800,  16.52800,  -7.45757
  16.52000,  16.52000,  -7.45400
  16.51200,  16.51200,  -7.45043
  16.50400,  16.50400,  -7.44686
  16.49600,  16.49600,  -7.44329
  16.48800,  16.48800,  -7.43972
  16.48000,  16.48000,  -7.43615
  16.47200,  16.47200,  -7.43258
  16.46400,  16.46400,  -7.42901
  16.45600,  16.45600,  -7.42544
  16.44800,  16.44800,  -7.42188
  16.44000,  16.44000,  -7.41831
  16.43200,  16.43200,  -7.41474
  16.42400,  16.42400,  -7.41117
  16.41600,  16.41600,  -7.40760
  16.40800,  16.40800,  -7.40403
  16.40000,  16.40000,  -7.40046
  16.39200,  16.39200,  -7.39689
  16.38400,  16.38400,  -7.39332
  16.37600,  16.37600,  -7.38975
  16.36800,  16.36800,  -7.38618
  16.36000,  16.36000,  -7.38261
  16.35200,  16.35200,  -7.37904
  16.34400,  16.34400,  -7.37547
  16.33600,  16.33600,  -7.37190
  16.32800,  16.32800,  -7.36833
  16.32000,  16.32000,  -7.36476
  16.31200,  16.31200,  -7.36119
  16.30400,  16.30400,  -7.35762
  16.29600,  16.29600,  -7.35405
  16.28800,  16.28800,  -7.35048
  16.28000,  16.28000,  -7.34691
  16.27200,  16.27200,  -7.34334
  16.26400,  16.26400,  -7.33977
  16.25600,  16.25600,  -7.33620
  16.24800,  16.24800,  -7.33263
  16.24000,  16.24000,  -7.32906
  16.23200,  16.23200,  -7.32549
  16.22400,  16.22400,  -7.32192
  16.21600,  16.21600,  -7.31835
  16.20800,  16.20800,  -7.31478
  16.20000,  16.20000,  -7.31121
  16.19200,  16.19200,  -7.30764
  16.18400,  16.18400,  -7.30407
  16.17600,  16.17600,  -7.30050
  16.16800,  16.16800,  -7.29693
  16.16000,  16.16000,  -7.29335
  16.15200,  16.15200,  -7.28978
  16.14400,  16.14400,  -7.28621
  16.13600,  16.13600,  -7.28264
  16.12800,  16.12800,  -7.27907
  16.12000,  16.12000,  -7.27550
  16.11200,  16.11200,  -7.27193
  16.10400,  16.10400,  -7.26836
  16.09600,  16.09600,  -7.26479
  16.08800,  16.08800,  -7.26122
  16.08000,  16.08000,  -7.25764
  16.07200,  16.07200,  -7.25407
  16.06400,  16.06400,  -7.25050
  16.05600,  16.05600,  -7.24693
  16.04800,  16.04800,  -7.24336
  16.04000,  16.04000,  -7.23979
  16.03200,  16.03200,  -7.23622
  16.02400,  16.02400,  -7.23264
  16.01600,  16.01600,  -7.22907
  16.00800,  16.00800,  -7.22550
  16.00000,  16.00000,  -7.22193
  15.99200,  15.99200,  -7.21836
  15.98400,  15.98400,  -7.21479
  15.97600,  15.97600,  -7.21121
  15.96800,  15.96800,  -7.20764
  15.96000,  15.96000,  -7.20407
  15.95200,  15.95200,  -7.20050
  15.94400,  15.94400,  -7.19693
  15.93600,  15.93600,  -7.19336
  15.92800,  15.92800,  -7.18978
  15.92000,  15.92000,  -7.18621
  15.91200,  15.91200,  -7.18264
  15.90400,  15.90400,  -7.17907
  15.89600,  15.89600,  -7.17549
  15.88800,  15.88800,  -7.17192
  15.88000,  15.88000,  -7.16835
  15.87200,  15.87200,  -7.16478
  15.86400,  15.86400,  -7.16121
  15.85600,  15.85600,  -7.15763
  15.84800,  15.84800,  -7.15406
  15.84000,  15.84000,  -7.15049
  15.83200,  15.83200,  -7.14692
  15.82400,  15.82400,  -7.14334
  15.81600,  15.81600,  -7.13977
  15.80800,  15.80800,  -7.13620
  15.80000,  15.80000,  -7.13262
  15.79200,  15.79200,  -7.12905
  15.78400,  15.78400,  -7.12548
  15.77600,  15.77600,  -7.12191
  15.76800,  15.76800,  -7.11833
  15.76000,  15.76000,  -7.11476
  15.75200,  15.75200,  -7.11119
  15.74400,  15.74400,  -7.10761
  15.73600,  15.73600,  -7.10404
  15.72800,  15.72800,  -7.10047
  15.72000,  15.72000,  -7.09689
  15.71200,  15.71200,  -7.09332
  15.70400,  15.70400,  -7.08975
  15.69600,  15.69600,  -7.08617
  15.68800,  15.68800,  -7.08260
  15.68000,  15.68000,  -7.07903
  15.67200,  15.67200,  -7.07545
  15.66400,  15.66400,  -7.07188
  15.65600,  15.65600,  -7.06831
  15.64800,  15.64800,  -7.06473
  15.64000,  15.64000,  -7.06116
  15.63200,  15.63200,  -7.05759
  15.62400,  15.62400,  -7.05401
  15.61600,  15.61600,  -7.05044
  15.60800,  15.60800,  -7.04686
  15.60000,  15.60000,  -7.04329
  15.59200,  15.59200,  -7.03972
  15.58400,  15.58400,  -7.03614
  15.57600,  15.57600,  -7.03257
  15.56800,  15.56800,  -7.02899
  15.56000,  15.56000,  -7.02542
  15.55200,  15.55200,  -7.02185
  15.54400,  15.54400,  -7.01827
  15.53600,  15.53600,  -7.01470
  15.52800,  15.52800,  -7.01112
  15.52000,  15.52000,  -7.00755
  15.51200,  15.51200,  -7.00397
  15.50400,  15.50400,  -7.00040
  15.49600,  15.49600,  -6.99683
  15.48800,  15.48800,  -6.99325
  15.48000,  15.48000,  -6.98968
  15.47200,  15.47200,  -6.98610
  15.46400,  15.46400,  -6.98253
  15.45600,  15.45600,  -6.97895
  15.44800,  15.44800,  -6.97538
  15.44000,  15.44000,  -6.97180
  15.43200,  15.43200,  -6.96823
  15.42400,  15.42400,  -6.96465
  15.41600,  15.41600,  -6.96108
  15.40800,  15.40800,  -6.95750
  15.40000,  15.40000,  -6.95393
  15.39200,  15.39200,  -6.95035
  15.38400,  15.38400,  -6.94678
  15.37600,  15.37600,  -6.94320
  15.36800,  15.36800,  -6.93963
  15.36000,  15.36000,  -6.93605
  15.35200,  15.35200,  -6.93248
  15.34400,  15.34400,  -6.92890
  15.33600,  15.33600,  -6.92533
  15.32800,  15.32800,  -6.92175
  15.32000,  15.32000,  -6.91818
  15.31200,  15.31200,  -6.91460
  15.30400,  15.30400,  -6.91102
  15.29600,  15.29600,  -6.90745
  15.28800,  15.28800,  -6.90387
  15.28000,  15.28000,  -6.90030
  15.27200,  15.27200,  -6.89672
  15.26400,  15.26400,  -6.89314
  15.25600,  15.25600,  -6.88957
  15.24800,  15.24800,  -6.88599
  15.24000,  15.24000,  -6.88242
  15.23200,  15.23200,  -6.87884
  15.22400,  15.22400,  -6.87526
  15.21600,  15.21600,  -6.87169
  15.20800,  15.20800,  -6.86811
  15.20000,  15.20000,  -6.86454
  15.19200,  15.19200,  -6.86096
  15.18400,  15.18400,  -6.85738
  15.17600,  15.17600,  -6.85381
  15.16800,  15.16800,  -6.85023
  15.16000,  15.16000,  -6.84665
  15.15200,  15.15200,  -6.84308
  15.14400,  15.14400,  -6.83950
  15.13600,  15.13600,  -6.83592
  15.12800,  15.12800,  -6.83235
  15.12000,  15.12000,  -6.82877
  15.11200,  15.11200,  -6.82519
  15.10400,  15.10400,  -6.82162
  15.09600,  15.09600,  -6.81804
  15.08800,  15.08800,  -6.81446
  15.08000,  15.08000,  -6.81089
  15.07200,  15.07200,  -6.80731
  15.06400,  15.06400,  -6.80373
  15.05600,  15.05600,  -6.80016
  15.04800,  15.04800,  -6.79658
  15.04000,  15.04000,  -6.79300
  15.03200,  15.03200,  -6.78942
  15.02400,  15.02400,  -6.78585
  15.01600,  15.01600,  -6.78227
  15.00800,  15.00800,  -6.77869
  15.00000,  15.00000,  -6.77511
  14.99200,  14.99200,  -6.77154
  14.98400,  14.98400,  -6.76796
  14.97600,  14.97600,  -6.76438
  14.96800,  14.96800,  -6.76080
  14.96000,  14.96000,  -6.75723
  14.95200,  14.95200,  -6.75365
  14.94400,  14.94400,  -6.75007
  14.93600,  14.93600,  -6.74649
  14.92800,  14.92800,  -6.74291
  14.92000,  14.92000,  -6.73934
  14.91200,  14.91200,  -6.73576
  14.90400,  14.90400,  -6.73218
  14.89600,  14.89600,  -6.72860
  14.88800,  14.88800,  -6.72502
  14.88000,  14.88000,  -6.72145
  14.87200,  14.87200,  -6.71787
  14.86400,  14.86400,  -6.71429
  14.85600,  14.85600,  -6.71071
  14.84800,  14.84800,  -6.70713
  14.84000,  14.84000,  -6.70355
  14.83200,  14.83200,  -6.69998
  14.82400,  14.82400,  -6.69640
  14.81600,  14.81600,  -6.69282
  14.80800,  14.80800,  -6.68924
  14.80000,  14.80000,  -6.68566
  14.79200,  14.79200,  -6.68208
  14.78400,  14.78400,  -6.67850
  14.77600,  14.77600,  -6.67492
  14.76800,  14.76800,  -6.67135
  14.76000,  14.76000,  -6.66777
  14.75200,  14.75200,  -6.66419
  14.74400,  14.74400,  -6.66061
  14.73600,  14.73600,  -6.65703
  14.72800,  14.72800,  -6.65345
  14.72000,  14.72000,  -6.64987
  14.71200,  14.71200,  -6.64629
  14.70400,  14.70400,  -6.64271
  14.69600,  14.69600,  -6.63913
  14.68800,  14.68800,  -6.63555
  14.68000,  14.68000,  -6.63197
  14.67200,  14.67200,  -6.62839
  14.66400,  14.66400,  -6.62482
  14.65600,  14.65600,  -6.62124
  14.64800,  14.64800,  -6.61766
  14.64000,  14.64000,  -6.61408
  14.63200,  14.63200,  -6.61050
  14.62400,  14.62400,  -6.60692
  14.61600,  14.61600,  -6.60334
  14.60800,  14.60800,  -6.59976
  14.60000,  14.60000,  -6.59618
  14.59200,  14.59200,  -6.59260
  14.58400,  14.58400,  -6.58902
  14.57600,  14.57600,  -6.58544
  14.56800,  14.56800,  -6.58186
  14.56000,  14.56000,  -6.57828
  14.55200,  14.55200,  -6.57470
  14.54400,  14.54400,  -6.57112
  14.53600,  14.53600,  -6.56753
  14.52800,  14.52800,  -6.56395
  14.52000,  14.52000,  -6.56037
  14.51200,  14.51200,  -6.55679
  14.50400,  14.50400,  -6.55321
  14.49600,  14.49600,  -6.54963
  14.48800,  14.48800,  -6.54605
  14.48000,  14.48000,  -6.54247
  14.47200,  14.47200,  -6.53889
  14.46400,  14.46400,  -6.53531
  14.45600,  14.45600,  -6.53173
  14.44800,  14.44800,  -6.52815
  14.44000,  14.44000,  -6.52457
  14.43200,  14.43200,  -6.52098
  14.42400,  14.42400,  -6.51740
  14.41600,  14.41600,  -6.51382
  14.40800,  14.40800,  -6.51024
  14.40000,  14.40000,  -6.50666
  14.39200,  14.39200,  -6.50308
  14.38400,  14.38400,  -6.49950
  14.37600,  14.37600,  -6.49592
  14.36800,  14.36800,  -6.49233
  14.36000,  14.36000,  -6.48875
  14.35200,  14.35200,  -6.48517
  14.34400,  14.34400,  -6.48159
  14.33600,  14.33600,  -6.47801
  14.32800,  14.32800,  -6.47443
  14.32000,  14.32000,  -6.47084
  14.31200,  14.31200,  -6.46726
  14.30400,  14.30400,  -6.46368
  14.29600,  14.29600,  -6.46010
  14.28800,  14.28800,  -6.45652
  14.28000,  14.28000,  -6.45293
  14.27200,  14.27200,  -6.44935
  14.26400,  14.26400,  -6.44577
  14.25600,  14.25600,  -6.44219
  14.24800,  14.24800,  -6.43860
  14.24000,  14.24000,  -6.43502
  14.23200,  14.23200,  -6.43144
  14.22400,  14.22400,  -6.42786
  14.21600,  14.21600,  -6.42427
  14.20800,  14.20800,  -6.42069
  14.20000,  14.20000,  -6.41711
  14.19200,  14.19200,  -6.41353
  14.18400,  14.18400,  -6.40994
  14.17600,  14.17600,  -6.40636
  14.16800,  14.16800,  -6.40278
  14.16000,  14.16000,  -6.39920
  14.15200,  14.15200,  -6.39561
  14.14400,  14.14400,  -6.39203
  14.13600,  14.13600,  -6.38845
  14.12800,  14.12800,  -6.38486
  14.12000,  14.12000,  -6.38128
  14.11200,  14.11200,  -6.37770
  14.10400,  14.10400,  -6.37411
  14.09600,  14.09600,  -6.37053
  14.08800,  14.08800,  -6.36695
  14.08000,  14.08000,  -6.36336
  14.07200,  14.07200,  -6.35978
  14.06400,  14.06400,  -6.35620
  14.05600,  14.05600,  -6.35261
  14.04800,  14.04800,  -6.34903
  14.04000,  14.04000,  -6.34545
  14.03200,  14.03200,  -6.34186
  14.02400,  14.02400,  -6.33828
  14.01600,  14.01600,  -6.33469
  14.00800,  14.00800,  -6.33111
  14.00000,  14.00000,  -6.32753
  13.99200,  13.99200,  -6.32394
  13.98400,  13.98400,  -6.32036
  13.97600,  13.97600,  -6.31677
  13.96800,  13.96800,  -6.31319
  13.96000,  13.96000,  -6.30960
  13.95200,  13.95200,  -6.30602
  13.94400,  13.94400,  -6.30244
  13.93600,  13.93600,  -6.29885
  13.92800,  13.92800,  -6.29527
  13.92000,  13.92000,  -6.29168
  13.91200,  13.91200,  -6.28810
  13.90400,  13.90400,  -6.28451
  13.89600,  13.89600,  -6.28093
  13.88800,  13.88800,  -6.27734
  13.88000,  13.88000,  -6.27376
  13.87200,  13.87200,  -6.27017
  13.86400,  13.86400,  -6.26659
  13.85600,  13.85600,  -6.26300
  13.84800,  13.84800,  -6.25942
  13.84000,  13.84000,  -6.25583
  13.83200,  13.83200,  -6.25225
  13.82400,  13.82400,  -6.24866
  13.81600,  13.81600,  -6.24508
  13.80800,  13.80800,  -6.24149
  13.80000,  13.80000,  -6.23791
  13.79200,  13.79200,  -6.23432
  13.78400,  13.78400,  -6.23074
  13.77600,  13.77600,  -6.22715
  13.76800,  13.76800,  -6.22356
  13.76000,  13.76000,  -6.21998
  13.75200,  13.75200,  -6.21639
  13.74400,  13.74400,  -6.21281
  13.73600,  13.73600,  -6.20922
  13.72800,  13.72800,  -6.20563
  13.72000,  13.72000,  -6.20205
  13.71200,  13.71200,  -6.19846
  13.70400,  13.70400,  -6.19488
  13.69600,  13.69600,  -6.19129
  13.68800,  13.68800,  -6.18770
  13.68000,  13.68000,  -6.18412
  13.67200,  13.67200,  -6.18053
  13.66400,  13.66400,  -6.17694
  13.65600,  13.65600,  -6.17336
  13.64800,  13.64800,  -6.16977
  13.64000,  13.64000,  -6.16618
  13.63200,  13.63200,  -6.16260
  13.62400,  13.62400,  -6.15901
  13.61600,  13.61600,  -6.15542
  13.60800,  13.60800,  -6.15184
  13.60000,  13.60000,  -6.14825
  13.59200,  13.59200,  -6.14466
  13.58400,  13.58400,  -6.14108
  13.57600,  13.57600,  -6.13749
  13.56800,  13.56800,  -6.13390
  13.56000,  13.56000,  -6.13032
  13.55200,  13.55200,  -6.12673
  13.54400,  13.54400,  -6.12314
  13.53600,  13.53600,  -6.11955
  13.52800,  13.52800,  -6.11597
  13.52000,  13.52000,  -6.11238
  13.51200,  13.51200,  -6.10879
  13.50400,  13.50400,  -6.10520
  13.49600,  13.49600,  -6.10162
  13.48800,  13.48800,  -6.09803
  13.48000,  13.48000,  -6.09444
  13.47200,  13.47200,  -6.09085
  13.46400,  13.46400,  -6.08726
  13.45600,  13.45600,  -6.08368
  13.44800,  13.44800,  -6.08009
  13.44000,  13.44000,  -6.07650
  13.43200,  13.43200,  -6.07291
  13.42400,  13.42400,  -6.06932
  13.41600,  13.41600,  -6.06574
  13.40800,  13.40800,  -6.06215
  13.40000,  13.40000,  -6.05856
  13.39200,  13.39200,  -6.05497
  13.38400,  13.38400,  -6.05138
  13.37600,  13.37600,  -6.04779
  13.36800,  13.36800,  -6.04420
  13.36000,  13.36000,  -6.04062
  13.35200,  13.35200,  -6.03703
  13.34400,  13.34400,  -6.03344
  13.33600,  13.33600,  -6.02985
  13.32800,  13.32800,  -6.02626
  13.32000,  13.32000,  -6.02267
  13.31200,  13.31200,  -6.01908
  13.30400,  13.30400,  -6.01549
  13.29600,  13.29600,  -6.01190
  13.28800,  13.28800,  -6.00832
  13.28000,  13.28000,  -6.00473
  13.27200,  13.27200,  -6.00114
  13.26400,  13.26400,  -5.99755
  13.25600,  13.25600,  -5.99396
  13.24800,  13.24800,  -5.99037
  13.24000,  13.24000,  -5.98678
  13.23200,  13.23200,  -5.98319
  13.22400,  13.22400,  -5.97960
  13.21600,  13.21600,  -5.97601
  13.20800,  13.20800,  -5.97242
  13.20000,  13.20000,  -5.96883
  13.19200,  13.19200,  -5.96524
  13.18400,  13.18400,  -5.96165
  13.17600,  13.17600,  -5.95806
  13.16800,  13.16800,  -5.95447
  13.16000,  13.16000,  -5.95088
  13.15200,  13.15200,  -5.94729
  13.14400,  13.14400,  -5.94370
  13.13600,  13.13600,  -5.94011
  13.12800,  13.12800,  -5.93652
  13.12000,  13.12000,  -5.93293
  13.11200,  13.11200,  -5.92934
  13.10400,  13.10400,  -5.92575
  13.09600,  13.09600,  -5.92215
  13.08800,  13.08800,  -5.91856
  13.08000,  13.08000,  -5.91497
  13.07200,  13.07200,  -5.91138
  13.06400,  13.06400,  -5.90779
  13.05600,  13.05600,  -5.90420
  13.04800,  13.04800,  -5.90061
  13.04000,  13.04000,  -5.89702
  13.03200,  13.03200,  -5.89343
  13.02400,  13.02400,  -5.88983
  13.01600,  13.01600,  -5.88624
  13.00800,  13.00800,  -5.88265
  13.00000,  13.00000,  -5.87906
  12.99200,  12.99200,  -5.87547
  12.98400,  12.98400,  -5.87188
  12.97600,  12.97600,  -5.86829
  12.96800,  12.96800,  -5.86469
  12.96000,  12.96000,  -5.86110
  12.95200,  12.95200,  -5.85751
  12.94400,  12.94400,  -5.85392
  12.93600,  12.93600,  -5.85033
  12.92800,  12.92800,  -5.84673
  12.92000,  12.92000,  -5.84314
  12.91200,  12.91200,  -5.83955
  12.90400,  12.90400,  -5.83596
  12.89600,  12.89600,  -5.83237
  12.88800,  12.88800,  -5.82877
  12.88000,  12.88000,  -5.82518
  12.87200,  12.87200,  -5.82159
  12.86400,  12.86400,  -5.81800
  12.85600,  12.85600,  -5.81440
  12.84800,  12.84800,  -5.81081
  12.84000,  12.84000,  -5.80722
  12.83200,  12.83200,  -5.80362
  12.82400,  12.82400,  -5.80003
  12.81600,  12.81600,  -5.79644
  12.80800,  12.80800,  -5.79285
  12.80000,  12.80000,  -5.78925
  12.79200,  12.79200,  -5.78566
  12.78400,  12.78400,  -5.78207
  12.77600,  12.77600,  -5.77847
  12.76800,  12.76800,  -5.77488
  12.76000,  12.76000,  -5.77129
  12.75200,  12.75200,  -5.76769
  12.74400,  12.74400,  -5.76410
  12.73600,  12.73600,  -5.76050
  12.72800,  12.72800,  -5.75691
  12.72000,  12.72000,  -5.75332
  12.71200,  12.71200,  -5.74972
  12.70400,  12.70400,  -5.74613
  12.69600,  12.69600,  -5.74254
  12.68800,  12.68800,  -5.73894
  12.68000,  12.68000,  -5.73535
  12.67200,  12.67200,  -5.73175
  12.66400,  12.66400,  -5.72816
  12.65600,  12.65600,  -5.72456
  12.64800,  12.64800,  -5.72097
  12.64000,  12.64000,  -5.71738
  12.63200,  12.63200,  -5.71378
  12.62400,  12.62400,  -5.71019
  12.61600,  12.61600,  -5.70659
  12.60800,  12.60800,  -5.70300
  12.60000,  12.60000,  -5.69940
  12.59200,  12.59200,  -5.69581
  12.58400,  12.58400,  -5.69221
  12.57600,  12.57600,  -5.68862
  12.56800,  12.56800,  -5.68502
  12.56000,  12.56000,  -5.68143
  12.55200,  12.55200,  -5.67783
  12.54400,  12.54400,  -5.67424
  12.53600,  12.53600,  -5.67064
  12.52800,  12.52800,  -5.66705
  12.52000,  12.52000,  -5.66345
  12.51200,  12.51200,  -5.65986
  12.50400,  12.50400,  -5.65626
  12.49600,  12.49600,  -5.65266
  12.48800,  12.48800,  -5.64907
  12.48000,  12.48000,  -5.64547
  12.47200,  12.47200,  -5.64188
  12.46400,  12.46400,  -5.63828
  12.45600,  12.45600,  -5.63468
  12.44800,  12.44800,  -5.63109
  12.44000,  12.44000,  -5.62749
  12.43200,  12.43200,  -5.62390
  12.42400,  12.42400,  -5.62030
  12.41600,  12.41600,  -5.61670
  12.40800,  12.40800,  -5.61311
  12.40000,  12.40000,  -5.60951
  12.39200,  12.39200,  -5.60591
  12.38400,  12.38400,  -5.60232
  12.37600,  12.37600,  -5.59872
  12.36800,  12.36800,  -5.59512
  12.36000,  12.36000,  -5.59153
  12.35200,  12.35200,  -5.58793
  12.34400,  12.34400,  -5.58433
  12.33600,  12.33600,  -5.58074
  12.32800,  12.32800,  -5.57714
  12.32000,  12.32000,  -5.57354
  12.31200,  12.31200,  -5.56994
  12.30400,  12.30400,  -5.56635
  12.29600,  12.29600,  -5.56275
  12.28800,  12.28800,  -5.55915
  12.28000,  12.28000,  -5.55555
  12.27200,  12.27200,  -5.55196
  12.26400,  12.26400,  -5.54836
  12.25600,  12.25600,  -5.54476
  12.24800,  12.24800,  -5.54116
  12.24000,  12.24000,  -5.53757
  12.23200,  12.23200,  -5.53397
  12.22400,  12.22400,  -5.53037
  12.21600,  12.21600,  -5.52677
  12.20800,  12.20800,  -5.52317
  12.20000,  12.20000,  -5.51957
  12.19200,  12.19200,  -5.51598
  12.18400,  12.18400,  -5.51238
  12.17600,  12.17600,  -5.50878
  12.16800,  12.16800,  -5.50518
  12.16000,  12.16000,  -5.50158
  12.15200,  12.15200,  -5.49798
  12.14400,  12.14400,  -5.49439
  12.13600,  12.13600,  -5.49079
  12.12800,  12.12800,  -5.48719
  12.12000,  12.12000,  -5.48359
  12.11200,  12.11200,  -5.47999
  12.10400,  12.10400,  -5.47639
  12.09600,  12.09600,  -5.47279
  12.08800,  12.08800,  -5.46919
  12.08000,  12.08000,  -5.46559
  12.07200,  12.07200,  -5.46199
  12.06400,  12.06400,  -5.45839
  12.05600,  12.05600,  -5.45479
  12.04800,  12.04800,  -5.45119
  12.04000,  12.04000,  -5.44759
  12.03200,  12.03200,  -5.44399
  12.02400,  12.02400,  -5.44039
  12.01600,  12.01600,  -5.43679
  12.00800,  12.00800,  -5.43319
  12.00000,  12.00000,  -5.42959
