44.767	48.208	48.783	49.385	48.902	46.534	46.741	49.279	51.710	50.941	45.850	48.543	46.582	46.788	47.486	45.633	47.119	44.563	47.416	44.006	46.666	49.180	47.716	48.720	46.118	46.950	44.336	46.202	48.464	48.351	44.286	45.816	48.289	45.244	47.529	45.871	47.035	45.227	45.074	45.802	44.652	46.883	45.126	44.800	47.242	45.987	45.571	45.844	46.455	44.706	42.248	45.925	44.266	46.416	48.076	46.246	44.740	44.028	46.788	44.787	45.844	46.749	48.442	46.279	46.145	45.360	48.865	45.927	49.894	47.865	46.567	52.781
38.868	42.263	43.913	44.657	44.857	41.243	41.709	43.018	45.304	45.078	40.637	42.947	41.241	41.668	42.044	40.526	43.122	38.928	42.530	39.994	41.580	43.346	42.413	43.538	41.193	41.977	39.532	40.721	42.233	42.545	38.596	41.181	43.765	41.440	41.265	41.083	41.467	39.980	40.950	40.608	39.375	41.691	40.872	39.126	42.481	40.091	40.652	41.096	40.733	39.425	37.902	40.768	39.024	41.822	42.056	40.387	38.954	39.427	42.103	39.603	41.648	41.246	44.728	41.065	41.303	39.638	42.305	40.040	44.722	43.189	41.185	46.759
38.820	43.034	44.160	44.551	43.914	40.855	41.916	43.306	44.890	45.895	40.499	43.341	42.376	40.590	42.187	40.252	42.334	38.305	42.268	38.898	40.944	43.094	41.987	43.953	41.483	40.790	39.572	41.153	41.913	42.713	38.493	40.612	42.586	40.089	41.465	41.783	41.473	39.519	40.775	40.140	39.718	41.875	40.893	39.980	42.276	40.538	41.003	41.550	41.927	39.979	37.891	40.748	38.909	41.266	42.294	41.612	39.380	39.214	42.495	40.851	41.189	41.279	43.865	40.335	41.752	39.490	42.410	41.703	43.676	43.163	41.706	46.927
44.084	48.157	48.728	48.891	48.368	46.538	47.364	48.659	51.312	50.069	45.293	47.696	47.220	45.988	47.230	45.310	47.386	43.737	47.324	44.509	46.594	48.975	47.510	48.798	46.603	46.595	43.890	46.096	47.313	47.546	43.966	45.269	48.089	44.916	46.390	46.353	47.281	45.310	45.297	45.587	44.906	46.392	45.592	44.374	46.427	45.554	45.669	45.798	46.446	45.338	41.314	45.337	44.585	45.177	47.517	45.291	43.728	43.501	45.901	44.769	45.176	45.966	48.416	46.252	45.950	44.611	48.643	45.083	49.965	47.710	46.763	51.734
44.019	47.682	49.479	48.975	48.644	46.323	47.306	48.604	50.932	50.773	45.909	48.093	46.966	46.472	47.623	45.072	47.378	43.848	47.700	44.471	46.417	48.181	47.877	49.735	46.913	47.038	43.586	45.824	46.785	47.710	43.871	45.429	48.760	46.487	46.995	45.424	47.230	44.703	45.974	45.734	44.341	47.237	45.479	43.687	46.306	45.756	44.675	45.925	45.163	44.820	41.925	45.455	44.204	46.888	47.899	45.735	44.118	43.926	46.509	45.629	44.945	46.622	49.247	45.329	45.893	44.065	48.055	45.890	49.941	48.792	46.517	52.270
39.276	42.820	43.098	43.590	44.395	41.511	41.546	42.834	45.635	44.735	40.603	42.447	41.390	41.872	42.210	41.463	42.256	38.599	41.966	39.678	41.484	43.312	42.415	43.865	41.289	40.891	38.794	40.880	42.050	42.654	38.360	40.829	42.275	40.419	41.296	41.138	42.336	40.438	41.143	40.466	39.441	42.161	40.249	39.380	42.079	40.374	40.934	41.290	41.964	40.861	37.584	40.396	38.910	41.489	42.396	41.154	39.199	38.837	40.869	40.504	40.848	41.529	43.500	40.129	41.691	39.902	43.054	41.074	44.928	42.626	41.472	45.945
39.474	42.951	43.420	44.173	44.142	40.927	41.672	43.516	45.711	45.204	40.425	42.433	41.576	40.970	41.805	41.351	42.730	39.018	41.691	39.145	41.674	42.518	42.850	43.249	41.373	41.381	39.197	41.257	42.515	42.698	38.712	40.625	43.668	40.604	41.960	41.843	42.374	39.768	41.266	40.921	50.668	41.683	40.737	39.505	41.500	40.360	40.860	41.722	42.056	40.305	38.039	40.668	40.112	41.832	42.464	41.148	38.725	39.165	41.434	40.842	40.028	41.046	43.883	40.605	41.082	39.402	42.604	41.142	45.164	42.499	41.525	46.899
44.147	47.705	49.244	49.084	48.664	46.046	47.218	49.036	51.314	50.314	45.936	47.781	48.028	45.630	47.081	45.769	47.698	43.860	48.344	44.378	46.734	47.213	47.163	49.991	46.722	46.572	43.309	46.713	46.635	48.274	44.184	46.117	48.361	45.800	47.204	45.755	46.409	45.443	45.564	45.649	42.645	47.586	44.848	43.946	46.843	46.068	45.212	46.570	45.762	45.188	42.062	45.486	44.728	47.168	47.403	45.486	45.072	44.529	46.705	45.237	45.950	46.347	49.036	46.149	46.564	44.006	48.477	45.228	50.027	47.573	46.622	51.886
43.998	47.398	48.758	49.388	48.950	46.817	47.495	48.766	51.681	51.127	45.349	48.274	46.970	46.381	47.340	45.364	47.013	43.724	47.983	45.234	46.172	48.539	47.691	48.966	46.721	47.037	43.930	47.086	46.794	48.350	42.889	45.682	47.936	45.459	46.584	46.147	47.552	45.612	45.116	45.636	44.663	46.932	45.418	43.976	46.436	45.643	44.726	45.566	46.473	44.619	42.324	45.493	44.755	46.130	47.893	45.414	44.151	44.276	47.316	45.333	45.747	45.924	48.416	46.658	46.388	44.273	48.050	46.449	50.046	48.004	47.320	52.181
39.175	42.538	42.838	43.557	42.538	42.447	42.403	42.856	45.869	45.249	41.058	42.202	41.938	41.857	42.156	40.705	42.557	39.434	41.519	39.955	41.024	42.702	42.179	44.224	42.674	41.061	38.382	40.763	42.163	42.742	38.223	40.759	43.439	41.290	40.972	40.712	40.832	40.741	40.197	40.875	40.245	41.667	40.299	39.566	41.479	40.696	40.814	40.696	41.499	39.858	37.695	40.637	40.181	40.714	41.690	40.705	40.013	39.245	42.097	39.833	40.739	41.209	44.956	41.252	41.830	39.592	42.719	41.232	43.760	42.186	41.884	46.590
38.853	42.604	42.702	43.549	43.230	41.091	42.532	43.008	45.056	45.886	40.582	43.249	42.359	40.863	41.801	40.756	41.511	38.605	42.638	39.097	41.268	43.796	41.932	43.535	42.045	41.723	39.029	40.883	41.855	42.965	38.625	40.332	43.803	40.275	41.112	40.484	41.379	40.366	41.481	41.469	40.023	41.096	41.429	38.904	42.275	40.923	40.245	41.507	41.250	40.065	37.825	40.507	39.674	41.333	42.128	40.659	39.673	39.316	41.530	40.075	41.310	42.068	43.169	40.693	41.583	39.142	43.267	41.162	44.474	43.101	41.631	47.516
43.871	47.137	48.931	49.006	49.325	46.177	46.690	48.576	51.230	50.857	45.706	47.757	46.556	47.557	47.257	45.268	47.143	44.236	47.387	44.043	46.286	47.496	47.478	49.342	46.798	47.085	43.085	46.637	46.679	48.604	43.811	46.116	48.410	45.551	46.060	45.610	47.047	44.165	45.422	46.130	45.310	46.531	45.860	44.044	47.212	45.518	44.959	46.017	45.774	44.604	42.005	46.406	45.014	45.913	47.112	46.037	44.159	43.682	46.629	44.876	45.576	46.349	48.714	45.700	45.540	44.355	48.191	45.731	50.058	48.166	46.282	51.297
44.281	47.888	48.528	49.357	48.667	46.828	46.802	48.494	50.961	50.894	45.472	47.752	47.361	46.699	47.615	45.220	47.341	44.743	47.552	44.543	45.778	48.986	47.294	49.107	46.873	46.381	43.976	45.811	47.783	48.307	43.947	45.221	48.338	45.828	46.550	45.832	46.323	46.104	44.707	45.655	44.632	46.745	45.734	43.654	47.078	45.263	45.823	46.330	45.983	45.587	42.264	45.239	44.828	46.101	47.935	45.617	44.048	44.208	46.420	45.313	45.867	46.933	48.712	45.716	45.797	43.795	48.471	45.562	50.320	47.905	46.825	51.406
40.349	42.959	43.433	43.358	43.400	42.142	40.958	43.379	45.065	46.736	40.222	42.206	42.013	42.261	42.153	41.204	41.476	39.784	42.063	39.400	41.293	43.024	42.134	43.698	42.341	41.151	39.467	40.745	42.105	42.949	38.275	41.474	43.072	40.223	41.205	40.504	41.570	39.762	39.960	40.338	39.605	41.464	41.023	39.656	42.292	40.543	40.913	41.460	41.334	40.371	38.195	40.104	39.144	40.893	41.961	41.330	39.577	38.735	42.065	40.319	41.190	41.705	43.423	41.023	41.154	39.640	43.588	41.080	45.201	43.409	41.228	46.440
39.520	43.450	43.408	43.802	43.019	42.147	41.642	43.750	46.284	45.246	40.973	42.470	42.810	41.954	42.181	40.217	42.470	38.707	42.497	39.479	40.747	43.287	42.021	43.792	41.499	41.892	39.242	41.373	42.408	42.970	38.594	40.770	42.486	40.737	41.225	40.295	41.708	40.687	41.259	40.988	39.543	42.698	40.110	38.843	41.747	40.461	40.281	42.257	41.033	39.427	38.340	40.897	39.675	41.318	42.309	41.258	38.610	39.251	42.112	40.047	40.872	40.918	43.112	41.355	40.703	39.915	41.962	41.061	45.582	42.986	42.364	46.407
43.802	48.233	49.447	49.436	48.970	47.451	46.057	48.276	50.136	50.943	45.317	47.228	47.260	46.253	47.112	45.740	46.993	44.005	47.120	44.674	46.775	48.447	46.408	49.064	46.213	46.351	44.532	46.307	47.062	47.964	44.291	45.704	47.873	45.522	46.048	45.402	46.923	44.970	45.178	45.250	44.651	47.341	45.659	43.959	47.296	45.465	45.393	45.381	45.714	44.877	42.525	45.711	44.578	46.215	47.123	46.090	44.330	44.029	46.564	44.620	45.493	46.483	49.241	45.200	46.151	45.105	48.853	45.583	50.453	47.090	46.982	51.674
43.971	47.786	48.942	49.110	48.949	45.603	47.183	48.631	50.764	50.339	45.808	47.697	46.537	46.057	47.295	45.819	46.984	43.636	47.172	44.057	45.897	48.800	47.309	49.394	46.834	46.792	44.018	45.908	47.675	47.953	44.073	45.507	48.844	46.371	46.849	45.780	46.299	45.804	45.223	45.838	44.767	46.966	45.359	44.164	46.726	45.642	44.991	45.804	46.063	45.281	41.600	44.791	44.225	46.244	47.287	45.625	44.226	44.191	46.344	44.982	45.374	46.077	48.566	46.046	46.575	44.585	48.226	45.514	50.141	47.884	46.471	52.150
39.314	42.417	43.687	43.835	43.721	41.929	41.550	42.903	45.664	45.404	39.618	41.976	42.315	41.361	41.423	40.874	41.455	38.791	41.672	40.341	42.121	43.008	42.399	44.054	41.258	41.169	38.527	41.293	42.132	41.854	39.182	40.296	43.264	40.735	41.303	40.411	40.787	40.326	40.377	40.335	40.063	41.054	40.488	39.586	41.220	40.122	40.360	41.175	41.200	39.694	37.820	40.908	39.773	40.677	42.002	41.285	39.590	39.657	42.226	40.380	40.849	41.024	43.795	41.561	41.029	39.629	42.607	41.673	44.478	42.866	41.082	46.849
