82.235	-9.76298	10.0594	-689.469
91	-4.00739	-9.3011	-568.817
82.2126	15.4472	1.39603	-686.063
85.962	-5.63679	-15.0556	-686.061
85.1426	7.48306	11.8386	-687.489
61.6556	-13.8937	1.74417	-711.747
59.7912	-16.098	17.8013	162.794
85.9981	13.3074	4.35164	-686.264
91	8.66556	-8.63947	-576.244
84.3383	-13.4162	4.01384	-688.317
82.5687	6.94328	-12.1639	-691.611
91	16.1035	0.710353	-547.906
81.2732	-13.3744	-4.14031	-689.331
77.6055	13.9974	-0.38481	-793.869
85.9203	13.4046	4.05069	-687.162
85.8682	14.6064	-7.63861	-686.061
85.9153	-15.9949	10.9359	-686.06
85.2318	-15.0446	-4.25516	-686.061
85.6151	-14.1056	-1.22198	-686.062
85.6725	12.4324	6.45957	-734.586
85.6943	2.25414	14.5324	-686.06
84.245	-12.6637	-6.42299	-686.062
80.3234	13.7909	-19.6505	-273.787
82.5308	2.79561	13.7283	-689.337
82.7349	-21.9044	-9.83459	-337.568
85.4431	8.33318	-11.2805	-686.546
85.835	-12.4765	6.35415	-686.887
86.1322	11.9323	7.32331	-731.96
84.862	9.79694	-10.0233	-689.815
91	4.44741	-10.3595	-538.636
81.6699	11.2054	-14.9547	-686.062
81.2645	-12.6025	7.17876	-686.063
82.2917	13.9991	-0.742265	-686.406
91	17.084	-10.1837	-644.804
86.0148	6.87672	12.2118	-687.059
61.8258	11.699	20.9618	-267.148
84.6337	-7.85148	11.596	-687.883
91	-10.3079	-6.83492	-492.972
71.9409	13.2669	4.50132	-690.559
91	5.53086	13.5356	-456.426
83.7794	-14.3619	-3.83258	-686.062
73.2242	3.22593	13.2064	-856.075
83.4548	-11.4848	-8.02412	-736.478
65.3128	-18.3134	15.5276	-281.289
84.3066	-10.1243	-9.69825	-688.262
91	-12.1911	4.55335	-501.248
84.6679	-5.84534	-16.0311	-686.061
91	-2.15567	-17.7994	-476.946
85.8595	-0.71535	16.7071	-686.06
72.968	6.55342	-23.0971	-341.537
85.9245	0.830154	13.9798	-730.707
85.9148	-8.37665	-11.2379	-687.047
83.9988	5.97984	-12.6626	-686.19
81.9174	5.19001	-13.005	-729.626
84.0367	-9.46228	-14.8134	-686.06
85.2664	10.2828	11.1436	-686.061
84.09	7.6268	11.7506	-686.562
59.5519	1.42234	-13.9324	-688.117
91	0.0703582	11.963	-521.928
85.0451	-10.8565	-8.84088	-709.287
52.9185	-23.9617	1.36204	-83.0779
84.9496	9.1256	11.603	-686.06
84.7826	12.0254	-7.2018	-690.571
75.1406	13.1935	-4.69055	-756.035
91	16.6278	8.60726	-615.134
85.9302	-8.25392	-11.5794	-686.06
91	-14.387	-6.67366	-640.22
80.9123	13.5216	3.65858	-690.566
79.3259	13.6253	-3.22322	-689.774
84.3371	11.1032	8.55732	-686.176
84.8672	13.635	3.2939	-686.334
91	18.3416	0.390741	-571.471
86.133	-10.9079	-8.79024	-686.278
85.6379	-13.8068	-2.31812	-689.333
80.6592	-6.21848	12.5442	-688.827
91	4.07303	5.86454	-624.495
83.1556	-7.12313	12.057	-690.283
75.307	-23.2249	-6.15247	-339.937
84.4171	-4.3262	-13.3164	-792.587
85.5842	-13.8166	2.27292	-760.016
91	2.32229	2.80842	-571.39
79.2849	17.1994	0.826356	-686.066
76.5307	13.427	3.97192	-691.841
84.4018	14.096	9.45067	-686.061
86.1078	-13.9337	1.40536	-726.517
91	1.18563	6.59153	-468.478
91	-9.37517	-1.74727	-510.393
86.2122	-6.2438	12.9296	-686.061
76.6999	-8.10367	-11.4195	-701.306
85.8312	4.73643	16.8642	-686.062
80.2745	-4.01694	13.4214	-687.701
91	5.63753	9.55322	-523.987
85.3483	17.2153	-4.38784	-686.061
91	-13.4595	13.9292	-601.772
82.4831	11.8258	-9.37393	-686.063
78.0642	-6.54406	12.3771	-778.128
74.3773	13.4758	-3.81673	-754.601
76.6653	16.1404	0.399986	-686.065
74.8759	6.03741	-12.637	-690.662
91	-2.25305	-4.27452	-495.254
84.6986	7.22905	11.9896	-741.225
84.4631	15.6652	4.48743	-686.061
85.8877	11.7674	9.9463	-686.061
79.9085	-2.21053	13.8285	-687.388
91	-9.84119	6.14223	-454.318
91	-0.904848	0.580622	-442.006
91	-11.1504	-12.085	-558.527
91	-0.94645	16.0356	-447.921
85.0886	-4.10274	-13.5017	-686.062
81.2263	2.47247	-23.8755	-314.081
83.786	16.3153	0.599023	-686.06
86.0634	12.5893	-6.13744	-737.448
84.1657	-9.5645	10.2298	-688.079
84.3038	-12.4638	6.37908	-732.139
91	-6.72739	19.5993	-653.933
91	10.8905	-1.98421	-480.795
84.9395	9.68531	10.1379	-686.171
84.9712	11.9261	7.37188	-686.225
73.638	-0.993485	13.97	-752.042
85.7307	19.5786	-0.865912	-686.061
81.0067	-12.1411	8.85859	-686.061
84.9616	3.42137	-13.5782	-686.329
82.9566	21.1332	11.4074	-354.39
85.7686	-3.91023	-13.4433	-687.443
91	-13.4301	9.98204	-617.926
91	-16.8735	6.0977	-464.768
85.9244	0.102344	-14.0304	-686.311
85.3756	13.9836	0.903772	-686.696
80.0828	9.72091	-10.1155	-686.062
81.4727	14.9811	-5.67597	-686.062
83.8175	-13.5234	-3.64745	-686.322
83.5686	15.7709	6.95525	-686.06
85.4122	13.0749	5.01223	-686.781
84.6825	-6.66512	-12.3162	-716.86
85.0119	5.44545	12.9193	-733.801
91	11.3529	-2.17074	-443.498
84.3813	18.1076	10.8434	-686.06
91	-18.5586	-3.27906	-556.81
78.9569	8.00086	22.634	-315.918
84.2113	13.7636	-10.7793	-686.061
84.9858	11.5264	-10.8877	-686.063
91	7.61985	-7.03515	-615.506
91	2.52452	-14.0243	-603.816
